timestamp,datetime,best_bid,best_ask,bid_volume,ask_volume
1755822707,2025-08-21 20:31:47,0.2930,0.2931,0.00,0.00
1755822713,2025-08-21 20:31:53,0.2930,0.2931,0.00,0.00
1755822715,2025-08-21 20:31:55,0.2930,0.2931,0.00,0.00
1755822721,2025-08-21 20:32:01,0.2931,0.2932,0.00,0.00
1755822722,2025-08-21 20:32:02,0.2931,0.2932,0.00,0.00
1755822728,2025-08-21 20:32:08,0.2931,0.2932,0.00,0.00
1755822730,2025-08-21 20:32:10,0.2931,0.2932,0.00,0.00
1755822735,2025-08-21 20:32:15,0.2931,0.2932,0.00,0.00
1755822737,2025-08-21 20:32:17,0.2931,0.2932,0.00,0.00
1755822743,2025-08-21 20:32:23,0.2931,0.2932,0.00,0.00
1755822744,2025-08-21 20:32:24,0.2931,0.2932,0.00,0.00
1755822750,2025-08-21 20:32:30,0.2933,0.2934,0.00,0.00
1755822752,2025-08-21 20:32:32,0.2933,0.2934,0.00,0.00
1755822758,2025-08-21 20:32:38,0.2933,0.2934,0.00,0.00
1755822759,2025-08-21 20:32:39,0.2933,0.2934,0.00,0.00
1755822765,2025-08-21 20:32:45,0.2933,0.2934,0.00,0.00
1755822767,2025-08-21 20:32:47,0.2933,0.2934,0.00,0.00
1755822773,2025-08-21 20:32:53,0.2933,0.2934,0.00,0.00
1755822774,2025-08-21 20:32:54,0.2933,0.2934,0.00,0.00
1755822780,2025-08-21 20:33:00,0.2933,0.2934,0.00,0.00
1755822781,2025-08-21 20:33:01,0.2932,0.2933,0.00,0.00
1755822788,2025-08-21 20:33:08,0.2932,0.2933,0.00,0.00
1755822789,2025-08-21 20:33:09,0.2931,0.2932,0.00,0.00
1755822795,2025-08-21 20:33:15,0.2931,0.2932,0.00,0.00
1755822796,2025-08-21 20:33:16,0.2932,0.2933,0.00,0.00
1755822802,2025-08-21 20:33:22,0.2931,0.2932,0.00,0.00
1755822804,2025-08-21 20:33:24,0.2931,0.2932,0.00,0.00
1755822810,2025-08-21 20:33:30,0.2932,0.2933,0.00,0.00
1755822811,2025-08-21 20:33:31,0.2932,0.2933,0.00,0.00
1755822817,2025-08-21 20:33:37,0.2933,0.2934,0.00,0.00
1755822818,2025-08-21 20:33:38,0.2933,0.2934,0.00,0.00
1755822824,2025-08-21 20:33:44,0.2933,0.2934,0.00,0.00
1755822826,2025-08-21 20:33:46,0.2933,0.2934,0.00,0.00
1755822832,2025-08-21 20:33:52,0.2933,0.2934,0.00,0.00
1755822833,2025-08-21 20:33:53,0.2933,0.2934,0.00,0.00
1755822839,2025-08-21 20:33:59,0.2934,0.2935,0.00,0.00
1755822840,2025-08-21 20:34:00,0.2934,0.2935,0.00,0.00
1755826214,2025-08-21 21:30:14,0.2921,0.2922,0.00,0.00
1755826219,2025-08-21 21:30:19,0.2920,0.2922,0.00,0.00
1755826224,2025-08-21 21:30:24,0.2920,0.2921,0.00,0.00
1755826225,2025-08-21 21:30:25,0.2920,0.2921,0.00,0.00
1755826231,2025-08-21 21:30:31,0.2920,0.2921,0.00,0.00
1755826232,2025-08-21 21:30:32,0.2919,0.2920,0.00,0.00
1755826237,2025-08-21 21:30:37,0.2919,0.2920,0.00,0.00
1755826238,2025-08-21 21:30:38,0.2919,0.2920,0.00,0.00
1755826243,2025-08-21 21:30:43,0.2920,0.2921,0.00,0.00
1755826244,2025-08-21 21:30:44,0.2920,0.2921,0.00,0.00
1755826249,2025-08-21 21:30:49,0.2919,0.2920,0.00,0.00
1755826250,2025-08-21 21:30:50,0.2919,0.2920,0.00,0.00
1755826255,2025-08-21 21:30:55,0.2919,0.2920,0.00,0.00
1755826256,2025-08-21 21:30:56,0.2919,0.2920,0.00,0.00
1755826261,2025-08-21 21:31:01,0.2919,0.2920,0.00,0.00
1755826262,2025-08-21 21:31:02,0.2919,0.2920,0.00,0.00
1755826267,2025-08-21 21:31:07,0.2919,0.2920,0.00,0.00
1755826268,2025-08-21 21:31:08,0.2919,0.2920,0.00,0.00
1755826273,2025-08-21 21:31:13,0.2917,0.2918,0.00,0.00
1755826274,2025-08-21 21:31:14,0.2917,0.2919,0.00,0.00
1755826279,2025-08-21 21:31:19,0.2917,0.2920,0.00,0.00
1755826280,2025-08-21 21:31:20,0.2917,0.2918,0.00,0.00
1755826286,2025-08-21 21:31:26,0.2917,0.2918,0.00,0.00
1755826287,2025-08-21 21:31:27,0.2916,0.2918,0.00,0.00
1755826292,2025-08-21 21:31:32,0.2915,0.2916,0.00,0.00
1755826293,2025-08-21 21:31:33,0.2915,0.2916,0.00,0.00
1755826298,2025-08-21 21:31:38,0.2916,0.2917,0.00,0.00
1755826299,2025-08-21 21:31:39,0.2916,0.2917,0.00,0.00
1755826304,2025-08-21 21:31:44,0.2915,0.2916,0.00,0.00
1755826305,2025-08-21 21:31:45,0.2915,0.2916,0.00,0.00
1755826311,2025-08-21 21:31:51,0.2916,0.2917,0.00,0.00
1755826312,2025-08-21 21:31:52,0.2916,0.2917,0.00,0.00
1755826317,2025-08-21 21:31:57,0.2917,0.2918,0.00,0.00
1755826318,2025-08-21 21:31:58,0.2917,0.2918,0.00,0.00
1755826323,2025-08-21 21:32:03,0.2917,0.2918,0.00,0.00
1755826324,2025-08-21 21:32:04,0.2917,0.2918,0.00,0.00
1755826329,2025-08-21 21:32:09,0.2917,0.2918,0.00,0.00
1755826330,2025-08-21 21:32:10,0.2917,0.2918,0.00,0.00
1755826335,2025-08-21 21:32:15,0.2917,0.2918,0.00,0.00
1755826336,2025-08-21 21:32:16,0.2917,0.2918,0.00,0.00
1755826342,2025-08-21 21:32:22,0.2917,0.2918,0.00,0.00
1755826343,2025-08-21 21:32:23,0.2917,0.2918,0.00,0.00
1755826348,2025-08-21 21:32:28,0.2917,0.2918,0.00,0.00
1755826349,2025-08-21 21:32:29,0.2917,0.2918,0.00,0.00
1755826354,2025-08-21 21:32:34,0.2917,0.2918,0.00,0.00
1755826356,2025-08-21 21:32:36,0.2916,0.2917,0.00,0.00
1755826361,2025-08-21 21:32:41,0.2916,0.2917,0.00,0.00
