1755835202,2025-08-22 00:00:02,0.2906,0.2907,0.00,0.00
1755835204,2025-08-22 00:00:04,0.2906,0.2907,0.00,0.00
1755835207,2025-08-22 00:00:07,0.2907,0.2908,0.00,0.00
1755835210,2025-08-22 00:00:10,0.2906,0.2907,0.00,0.00
